Ordered Date,Internal ID,OC Order ID,OC Order Display ID,ofo_slug,ofo_status,OC Brand,OC Store,Currency,OC Subtotal,OC Tip,other_amount,processing_fee,OC Tax,OC Tax Withheld,Tax Delta,adjustment,commission,net_payout,order_issue_types,order_issue_details,cancellation_state,cancellation_reason,cancelled_at,order_status,fulfillment_mode,fulfillment_state,store_id,oc_discount,Internal ID__1,Transaction Date,Payout Date,Payout ID,Platform,TransactionID,Brand,Store,types,currency_code,Subtotal,Tips,Other,Processing Fee,Tax,Tax Withheld,Promos,Adjustment,Merchant Refund,Commission,Order Payout,Final Payout,Tax Delta__1,hifi Order Status,Subtotal Delta,Tips Detla,Other Delta,Processing_fee Delta,Tax Delta,Tax Withheld Delta,Tax Due Delta,Adjustment Delta,Commission Delta,Net Payout Delta
2022-09-06,04e30be4-e77f-4c2c-8bec-6e5eaef2dcde,21243d5f-f4ff-4bfc-a12d-a26efa9d588f,D588F,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,16.45,3,3.26,0,1.73,0,1.46,0,-1.32,22.85,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,04e30be4-e77f-4c2c-8bec-6e5eaef2dcde,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,21243d5f-f4ff-4bfc-a12d-a26efa9d588f,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,16.45,3,3.26,,1.46,0,,,,-1.32,22.85,22.85,1.46,Completed,0,0,0,0,-0.27,0,0,0,0,0
2022-09-06,4c1f207e-7816-4073-aa37-1d9d804a285f,fce39207-1a43-45c0-b231-be8b1fce46e9,E46E9,ubereats,OFO_STATUS_NEW,Astro Burger,The Greenwich Social NYC - Orbital Kitchens,USD,28.37,,0,-0.85,2.52,0,2.52,0,-4.82,25.22,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_OFO_DELIVERY,FULFILLMENT_PENDING,d50f1255-476b-4c95-a69e-268078d430eb,,4c1f207e-7816-4073-aa37-1d9d804a285f,2022-09-06,2022-09-12,ERM669OWS997IN4,ubereats,fce39207-1a43-45c0-b231-be8b1fce46e9,Astro Burger,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,28.37,,,-0.85,2.52,0,,,,-4.82,25.22,25.22,2.52,Completed,0,0,0,0,0,0,0,0,0,0
2022-09-06,014ecb2f-59f6-4121-bc53-8ac8648ad8ae,2badbdd1-2d9f-11ed-8b22-17e9f9a3d7cc,611120013284094,grubhub,OFO_STATUS_NEW,Astro Burger,The Greenwich Social NYC - Orbital Kitchens,USD,17.97,5.13,0,-1.05,1.59,0,1.59,0,-0.9,22.73,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_PENDING,d50f1255-476b-4c95-a69e-268078d430eb,-10,014ecb2f-59f6-4121-bc53-8ac8648ad8ae,2022-09-06,2022-09-14,D-AQAAAAAAKL1-AAABg0Sq_IAAAAGDOl5EgAEAAAGDNTfogA,grubhub,BwEAAAAAACi9fiutvdAtnxHtiyIX6fmj18w,Astro Burger,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,17.97,5.13,,-1.05,1.59,0,,,,-0.9,22.73,22.73,1.59,PCI_SINGLE_ONLINE,0,0,0,0,0,0,0,0,0,0
2022-09-06,9dab79cb-dfd5-4802-8be4-d5770b3a92c5,8b05f641-2df3-11ed-8547-b379c1bda945,18620013126710,grubhub,OFO_STATUS_NEW,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,42.85,4.28,0,-1.82,3.71,0,3.71,0,-2.09,45.92,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_PENDING,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-10,9dab79cb-dfd5-4802-8be4-d5770b3a92c5,2022-09-06,2022-09-14,D-AQAAAAAAJpUBAAABg0Sq_IAAAAGDOl5EgAEAAAGDNTfogA,grubhub,BwEAAAAAACaVAYsF9kAt8xHthUezecG9qUU,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,42.85,4.28,,-1.82,3.71,0,,,,-2.09,45.92,45.92,3.71,PCI_SINGLE_ONLINE,0,0,0,0,0,0,0,0,0,0
2022-09-06,f0d30d59-01ee-4cb6-96e5-fdb5e20f341d,ce1937b1-2df5-11ed-9f0f-ed22bd744042,540920013965560,grubhub,OFO_STATUS_NEW,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,13.95,3.26,0,-0.96,1.51,0,1.51,0,-0.85,19.9,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_PENDING,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-3.26,f0d30d59-01ee-4cb6-96e5-fdb5e20f341d,2022-09-06,2022-09-14,D-AQAAAAAAJpUBAAABg0Sq_IAAAAGDOl5EgAEAAAGDNTfogA,grubhub,BwEAAAAAACaVAc4ZN7At9RHtnw_tIr10QEI,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,13.95,3.26,,-0.96,1.51,0,,,,-0.85,19.9,19.9,1.51,PCI_SINGLE_ONLINE,0,0,0,0,0,0,0,0,0,0
2022-09-06,9e96b121-cabf-4caf-a728-151757033067,e2c5623d-4a0f-41a3-9155-c7a1c5eecf06,ECF06,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,27.8,,6.52,0,1.77,0,1.24,0,-1.67,26.94,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-13.9,9e96b121-cabf-4caf-a728-151757033067,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,e2c5623d-4a0f-41a3-9155-c7a1c5eecf06,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,27.8,,6.52,,1.24,0,-13.9,,,-1.67,26.94,26.94,1.24,Completed,0,0,0,0,-0.53,0,0,0,0,0
2022-09-06,c1e7d2ca-0796-4811-badd-65214adf5bc8,3807b8dd-3df9-428b-abb7-9870260fdfd6,FDFD6,ubereats,OFO_STATUS_FULFILLED,Astro Burger,The Greenwich Social NYC - Orbital Kitchens,USD,17.28,1,5.44,0,1.98,0,1.53,0,-0.86,24.39,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,d50f1255-476b-4c95-a69e-268078d430eb,,c1e7d2ca-0796-4811-badd-65214adf5bc8,2022-09-06,2022-09-12,ERM669OWS997IN4,ubereats,3807b8dd-3df9-428b-abb7-9870260fdfd6,Astro Burger,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,17.28,1,5.44,,1.53,0,,,,-0.86,24.39,24.39,1.53,Completed,0,0,0,0,-0.45,0,0,0,0,0
2022-09-06,7726f949-9786-45b2-ba4a-2ec982aa3d25,2a750fa7-a0db-4af0-98b4-257dcfe3d225,3D225,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,14.95,,0,0,1.33,0,1.33,0,-0.75,15.53,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_PICKUP,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,7726f949-9786-45b2-ba4a-2ec982aa3d25,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,2a750fa7-a0db-4af0-98b4-257dcfe3d225,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,14.95,,,,1.33,0,,,,-0.75,15.53,15.53,1.33,Completed,0,0,0,0,0,0,0,0,0,0
2022-09-06,e1562956-0f60-4575-86fd-5d9847c82ea8,49aa5641-2df9-11ed-8d04-8382b9d313c3,507420017224897,grubhub,OFO_STATUS_NEW,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,15.95,3.69,0,-1.04,1.69,0,1.69,0,-0.95,22.33,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_PENDING,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-3.26,e1562956-0f60-4575-86fd-5d9847c82ea8,2022-09-06,2022-09-14,D-AQAAAAAAJpUBAAABg0Sq_IAAAAGDOl5EgAEAAAGDNTfogA,grubhub,BwEAAAAAACaVAUmqVkAt-RHtjQSDgrnTE8M,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,15.95,3.69,,-1.04,1.69,0,,,,-0.95,22.33,22.33,1.69,PCI_SINGLE_ONLINE,0,0,0,0,0,0,0,0,0,0
2022-09-06,c254f609-58f3-41ba-b737-9e12da0900eb,eb796969-455b-4bf0-a085-bb09281e87f6,E87F6,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,42.4,10.57,7.6,0,3.5,0,2.89,0,-2.59,50.87,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-10,c254f609-58f3-41ba-b737-9e12da0900eb,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,eb796969-455b-4bf0-a085-bb09281e87f6,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,42.4,10.57,7.6,,2.89,0,-10,,,-2.59,50.87,50.87,2.89,Completed,0,0,0,0,-0.61,0,0,0,0,0
2022-09-06,2d7cfec6-5dc6-4691-8fb0-293b09c8702f,1d315053-2e17-11ed-84f5-cb3e8b35df8b,552420018616480,grubhub,OFO_STATUS_NEW,Astro Burger,The Greenwich Social NYC - Orbital Kitchens,USD,31.65,5.27,0,-1.45,2.64,0,2.64,0,-1.48,34.62,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_PENDING,d50f1255-476b-4c95-a69e-268078d430eb,-10,2d7cfec6-5dc6-4691-8fb0-293b09c8702f,2022-09-06,2022-09-14,D-AQAAAAAAKL1-AAABg0Sq_IAAAAGDOl5EgAEAAAGDNTfogA,grubhub,BwEAAAAAACi9fh0xUFIuFxHthPXLPos134s,Astro Burger,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,31.65,5.27,,-1.45,2.64,0,,,,-1.48,34.62,34.62,2.64,PCI_SINGLE_ONLINE,0,0,0,0,0,0,0,0,0,0
2022-09-06,b31e4ef2-6f0c-4740-91c2-4b07fa25197c,c2695016-366c-4af9-8e52-c7f1b9546a3c,46A3C,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,40.6,,0,-1.22,3.6,0,3.6,0,-8.12,34.86,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_OFO_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,b31e4ef2-6f0c-4740-91c2-4b07fa25197c,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,c2695016-366c-4af9-8e52-c7f1b9546a3c,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,40.6,,,-1.22,3.6,0,,,,-8.12,34.86,34.86,3.6,Completed,0,0,0,0,0,0,0,0,0,0
2022-09-06,2f9d510e-d1a0-4796-a313-4f9e63101fb8,38474228-459f-4673-a341-e479e161f67d,1F67D,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,17.45,2.23,3.26,0,1.81,0,1.54,0,-1.4,23.08,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,2f9d510e-d1a0-4796-a313-4f9e63101fb8,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,38474228-459f-4673-a341-e479e161f67d,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,17.45,2.23,3.26,,1.54,0,,,,-1.4,23.08,23.08,1.54,Completed,0,0,0,0,-0.27,0,0,0,0,0
2022-09-06,d78b6b29-d996-4b22-9d08-bb163291b764,8396d79c-b570-4819-814e-d4b7d92faec9,FAEC9,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,27.85,6.52,6.52,0,2.39,0,1.86,0,-1.95,37.33,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-6.95,d78b6b29-d996-4b22-9d08-bb163291b764,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,8396d79c-b570-4819-814e-d4b7d92faec9,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,27.85,6.52,6.52,,1.86,0,-6.95,,,-1.95,37.33,37.33,1.86,Completed,0,0,0,0,-0.53,0,0,0,0,0
2022-09-06,e2913b18-26ce-465c-bd24-2dbf720819e9,1b24bb11-2da1-11ed-a1d9-ab1fd061e63f,552420018609509,grubhub,OFO_STATUS_NEW,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,13.95,3.82,0,-0.81,1.06,0,1.06,0,-0.6,15.41,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_PENDING,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-10,e2913b18-26ce-465c-bd24-2dbf720819e9,2022-09-06,2022-09-14,D-AQAAAAAAJpUBAAABg0Sq_IAAAAGDOl5EgAEAAAGDNTfogA,grubhub,BwEAAAAAACaVARskuxAtoRHtodmrH9Bh5j8,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,13.95,3.82,,-0.81,1.06,0,,,,-0.6,15.41,15.41,1.06,PCI_SINGLE_ONLINE,0,0,0,0,0,0,0,0,0,0
2022-09-06,824956ea-a1d5-473d-a93c-e0b11502ddc9,a324cc06-76d4-4112-8037-1ba7db675e53,7.50E+54,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,21.64,2,3.26,0,2.19,0,1.92,0,-1.73,27.09,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,824956ea-a1d5-473d-a93c-e0b11502ddc9,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,a324cc06-76d4-4112-8037-1ba7db675e53,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,21.64,2,3.26,,1.92,0,,,,-1.73,27.09,27.09,1.92,Completed,0,0,0,0,-0.27,0,0,0,0,0
2022-09-06,e7610ae1-0eec-46f2-b79f-06230d52ad66,40998d16-d7e7-4925-810b-e8f37b4317d4,317D4,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,27.85,,0,-0.73,1.85,0,1.85,0,-4.88,20.62,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_OFO_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-6.95,e7610ae1-0eec-46f2-b79f-06230d52ad66,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,40998d16-d7e7-4925-810b-e8f37b4317d4,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,27.85,,,-0.73,1.85,0,-6.95,,,-4.88,20.62,20.62,1.85,Completed,0,0,0,0,0,0,0,0,0,0
2022-09-06,ba378151-0742-45da-a924-ad61afb576f0,cd16af62-41fb-49e1-b648-2b17c9cdb72f,DB72F,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,13.9,3,3.25,0,0.88,0,0.62,0,-0.83,16.47,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-6.95,ba378151-0742-45da-a924-ad61afb576f0,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,cd16af62-41fb-49e1-b648-2b17c9cdb72f,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,13.9,3,3.25,,0.62,0,-6.95,,,-0.83,16.47,16.47,0.62,Completed,0,0,0,0,-0.26,0,0,0,0,0
2022-09-06,6a2a1be7-d808-4254-892b-6e28eb2c161b,c95530b1-045e-4c7d-8019-b347b4250d0d,50D0D,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,32.3,3,3.26,0,2.52,0,2.25,0,-2.31,35.03,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-6.95,6a2a1be7-d808-4254-892b-6e28eb2c161b,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,c95530b1-045e-4c7d-8019-b347b4250d0d,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,32.3,3,3.26,,2.25,0,-6.95,,,-2.31,35.03,35.03,2.25,Completed,0,0,0,0,-0.27,0,0,0,0,0
2022-09-06,f724da53-4d0f-44fe-8a98-53b89ed455ce,8aa7d881-2d76-11ed-b592-8d7da99a0757,580920014409369,grubhub,OFO_STATUS_NEW,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,19.74,4.14,0,-1.08,1.75,0,1.75,0,-0.99,23.55,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_PENDING,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-10,f724da53-4d0f-44fe-8a98-53b89ed455ce,2022-09-06,2022-09-07,D-AQAAAAAAJpUBAAABgyCeeIAAAAGDFlHAgAEAAAGDEStkgA,grubhub,BwEAAAAAACaVAYqn2IAtdhHttZKNfamaB1c,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,19.74,4.14,,-1.08,1.75,0,,,,-0.99,23.55,23.55,1.75,PCI_SINGLE_ONLINE,0,0,0,0,0,0,0,0,0,0
2022-09-06,a68327b5-6161-4e3d-b1f2-6934f61fbe46,b791480b-0602-4b08-9fbb-22763964cb4a,4CB4A,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,27.85,7,3.25,0,2.12,0,1.86,0,-1.95,34.54,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-6.95,a68327b5-6161-4e3d-b1f2-6934f61fbe46,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,b791480b-0602-4b08-9fbb-22763964cb4a,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,27.85,7,3.25,,1.86,0,-6.95,,,-1.95,34.54,34.54,1.86,Completed,0,0,0,0,-0.26,0,0,0,0,0
2022-09-06,d279b5b0-31f6-44e1-bb3f-afe3f4788010,d749e89e-f3dc-4172-8554-063a6d4c6131,C6131,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,65.75,,0,-1.87,5.22,0,5.22,0,-12.46,53.17,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_OFO_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-6.95,d279b5b0-31f6-44e1-bb3f-afe3f4788010,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,d749e89e-f3dc-4172-8554-063a6d4c6131,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,65.75,,,-1.87,5.22,0,-6.95,,,-12.46,53.17,53.17,5.22,Completed,0,0,0,0,0,0,0,0,0,0
2022-09-06,537d7597-c2dc-4269-a3dc-9577f707b809,18df61e2-7779-4b2d-b3e1-09b099c540c9,540C9,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,22.4,4.14,3.25,0,2.25,0,1.99,0,-1.79,29.99,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,537d7597-c2dc-4269-a3dc-9577f707b809,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,18df61e2-7779-4b2d-b3e1-09b099c540c9,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,22.4,4.14,3.25,,1.99,0,,,,-1.79,29.99,29.99,1.99,Completed,0,0,0,0,-0.26,0,0,0,0,0
2022-09-06,223c691e-75ac-40d9-a740-c3e94678f2ce,756001fa-3277-4a26-9fa0-aa0ea1585344,85344,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,63.7,11.28,6.52,0,5.57,0,5.04,0,-4.82,78.25,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-6.95,223c691e-75ac-40d9-a740-c3e94678f2ce,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,756001fa-3277-4a26-9fa0-aa0ea1585344,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,63.7,11.28,6.52,,5.04,0,-6.95,,,-4.82,78.25,78.25,5.04,Completed,0,0,0,0,-0.53,0,0,0,0,0
2022-09-06,3647494f-8898-4122-a364-2bbc6613fe5c,57dcf14e-4cb8-4f1b-a371-8eb512ef7e44,12ef7e44,doordash,OFO_STATUS_PICKED_UP,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,28.32,,0,0,2.07,0,2.07,0,-1.17,23.23,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_OFO_DELIVERY,FULFILLMENT_PENDING,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-5,3647494f-8898-4122-a364-2bbc6613fe5c,2022-09-06,2022-09-15,247037406,doordash,57dcf14e-4cb8-4f1b-a371-8eb512ef7e44,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,28.32,0,0,,2.07,0,-5.99,,,-1.17,23.23,23.23,2.07,Delivered,0,0,0,0,0,0,0,0,0,0
2022-09-06,e7872018-dec6-45a2-8990-08cd5674c180,abde684a-e631-4b75-afdb-4241335b3baf,B3BAF,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,29.9,5,7.61,0,3.27,0,2.65,0,-2.39,42.77,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,e7872018-dec6-45a2-8990-08cd5674c180,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,abde684a-e631-4b75-afdb-4241335b3baf,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,29.9,5,7.61,,2.65,0,,,,-2.39,42.77,42.77,2.65,Completed,0,0,0,0,-0.62,0,0,0,0,0
2022-09-06,c5185acd-a049-4637-b6df-a992b8d502bd,539211e5-270a-4066-9a65-ab82bf01b219,1B219,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,39.8,,0,-1.09,2.92,0,2.92,0,-7.27,30.89,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_OFO_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,-6.95,c5185acd-a049-4637-b6df-a992b8d502bd,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,539211e5-270a-4066-9a65-ab82bf01b219,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,39.8,,,-1.09,2.92,0,-6.95,,,-7.27,30.89,30.89,2.92,Completed,0,0,0,0,0,0,0,0,0,0
2022-09-06,655d5e89-0358-428f-9e8d-e5c588c9313c,e2284f04-9904-4c50-8c00-c8b577bd0703,D0703,ubereats,OFO_STATUS_FULFILLED,Astro Burger,The Greenwich Social NYC - Orbital Kitchens,USD,14.37,3,3.25,0,1.54,0,1.28,0,-0.72,21.18,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,d50f1255-476b-4c95-a69e-268078d430eb,,655d5e89-0358-428f-9e8d-e5c588c9313c,2022-09-06,2022-09-12,ERM669OWS997IN4,ubereats,e2284f04-9904-4c50-8c00-c8b577bd0703,Astro Burger,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,14.37,3,3.25,,1.28,0,,,,-0.72,21.18,21.18,1.28,Completed,0,0,0,0,-0.26,0,0,0,0,0
2022-09-06,8577307b-ad14-47c8-ada6-3d0c5981fb20,04eac771-5ab3-42b4-bcb7-af2027f63353,63353,ubereats,OFO_STATUS_FULFILLED,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,18.14,2,3.25,0,1.88,0,1.62,0,-1.45,23.56,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_RESTAURANT_DELIVERY,FULFILLMENT_FULFILLED,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,8577307b-ad14-47c8-ada6-3d0c5981fb20,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,04eac771-5ab3-42b4-bcb7-af2027f63353,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,18.14,2,3.25,,1.62,0,,,,-1.45,23.56,23.56,1.62,Completed,0,0,0,0,-0.26,0,0,0,0,0
2022-09-06,191e2c92-7980-4141-a680-58e5740bf284,b584f882-1ccd-4c79-8301-278c312ab417,AB417,ubereats,OFO_STATUS_NEW,Little Mint,The Greenwich Social NYC - Orbital Kitchens,USD,21.4,,0,-0.64,1.9,0,1.9,0,-4.28,18.38,null,null,,,,OFO_STATUS_FULFILLED,FULFILLMENT_MODE_OFO_DELIVERY,FULFILLMENT_PENDING,6c839e9b-f99e-4a9a-b43b-74badb82ffaf,,191e2c92-7980-4141-a680-58e5740bf284,2022-09-06,2022-09-12,T88DPD5H4OD1KJ2,ubereats,b584f882-1ccd-4c79-8301-278c312ab417,Little Mint,The Greenwich Social NYC - Orbital Kitchens,ORDER_PAYMENT,USD,21.4,,,-0.64,1.9,0,,,,-4.28,18.38,18.38,1.9,Completed,0,0,0,0,0,0,0,0,0,0
